x,y,z
3.810303926,-2.807219982,7.058431625
0.062463999,-1.87026,6.558719635
5.621759892,-4.368819714,-5.246975899
0.124927998,-3.619251966,6.059007645
2.685951948,-4.368819714,3.060735941
-0.312563986,-6.242739677,1.56159997
1.748991966,-6.305203915,6.871039867
1.499135971,-5.805491924,4.497407913
-5.684467793,-7.616947651,0.312319994
-3.123443842,7.936587811,3.310591936
0.874495983,-4.743603706,5.496831894
-2.998515844,-6.242739677,7.932928085
-2.811123848,-6.867379665,-7.932928085
2.873343945,-5.743027687,-7.558143616
-0.250099987,-4.556211948,-6.995967865
-0.687348008,-3.619251966,-5.184512138
0.874495983,-5.743027687,7.058431625
1.374207973,-2.619827986,5.496831894
0.624639988,-3.994035959,5.621759892
0.999423981,-5.992883682,4.684800148
5.371903896,-5.368243694,5.934080124
0.249855995,-5.930419922,2.186239958
1.873919964,-5.867955685,5.809151649
-3.935475826,-6.679987907,1.686527967
5.122047901,-5.430707932,5.371903896
3.810303926,-5.493171692,5.996543884
-4.685043812,-5.930419922,5.809151649
4.372479916,-6.367667675,-5.434368134
5.746687889,-3.806643963,6.871039867
1.686527967,-3.994035959,-6.871039867
3.248127937,-4.681139946,-4.434944153
2.561023951,-6.11781168,-5.371903896
0.874495983,-4.056499958,-7.620607853
-1.249523997,-5.430707932,6.683648109
2.561023951,-7.554483891,6.558719635
2.748415947,-3.057075977,5.496831894
-1.62430799,7.37441206,3.62291193
-0.499955982,-7.179699898,2.998271942
-7.308287621,-7.492019653,5.934080124
-4.685043812,-7.117235661,-0.375027984
-0.125172004,-7.741875648,3.560447931
1.374207973,7.87412405,4.934656143
3.373055935,-3.619251966,7.433216095
-2.811123848,-6.242739677,6.121471882
-2.811123848,-5.118387699,6.558719635
4.060159683,-5.305779934,7.620607853
-2.561267853,-2.807219982,-6.121471882
-2.311411858,-2.807219982,7.932928085
3.373055935,-2.93214798,6.74611187
0,-4.681139946,6.121471882
-1.62430799,-2.307507992,4.12262392
5.059583664,-2.619827986,4.872191906
-1.62430799,-5.055923939,1.998847961
0.687103987,-6.305203915,6.059007645
5.059583664,-7.179699898,5.122047901
0.124927998,-4.118963718,5.559295654
0.936959982,-6.11781168,6.496255875
-4.747508049,7.37441206,6.246399879
6.871039867,-6.867379665,-4.997119904
2.998271942,-4.743603706,-7.370751858
0.187391996,-2.994611979,6.183936119
2.685951948,-5.618099689,7.370751858
1.624063969,-6.367667675,5.496831894
4.872191906,-5.180851936,6.30886364
1.249279976,-5.618099689,3.060735941
-0.749812007,-6.430131912,3.248127937
5.996543884,-4.618675709,5.621759892
-2.124019861,-7.804339886,3.435519934
3.12319994,-6.430131912,3.185663939
3.185663939,7.561803818,4.185088158
-3.498227835,-5.555635929,6.121471882
3.12319994,-5.930419922,7.932928085
-0.375027984,-6.929843903,5.246975899
-2.373875856,-5.055923939,5.371903896
1.998847961,-6.11781168,7.495679855
0.687103987,-5.805491924,-0.250099987
3.997695923,-4.368819714,-1.499135971
7.120895863,-3.306931973,4.185088158
-7.433459759,-3.619251966,-7.870463848
3.685375929,0.128831998,6.496255875
-0.062707998,-6.679987907,-1.686771989
2.873343945,-2.93214798,-3.747839928
-1.874163985,-5.805491924,2.498559952
1.249279976,-2.557363987,-7.558143616
4.310015678,-2.557363987,1.186815977
0,-4.930995941,4.559871674
1.499135971,-3.994035959,-3.747839928
2.248703957,-5.555635929,7.370751858
-1.374451995,-3.744179964,-4.684800148
5.559295654,-5.992883682,5.371903896
2.561023951,-6.929843903,-5.371903896
3.872767925,-2.744755983,-7.68307209
-0.125172004,-7.179699898,-2.561267853
0.562175989,-5.555635929,-7.932928085
6.80857563,-4.993459702,-0.499955982
-1.811699986,6.000204086,2.498559952
2.623487949,-7.616947651,0.999423981
6.433792114,5.937739849,5.871615887
2.248703957,-3.494323969,-6.933504105
4.12262392,-7.741875648,-0.437491983
-2.998515844,-4.306355953,4.372479916
-6.80857563,-5.055923939,2.623487949
4.434944153,-5.243315697,-5.184512138
1.374207973,-3.619251966,2.248703957
2.123775959,-7.991731644,-1.999091983
2.498559952,-4.681139946,7.495679855
4.310015678,-4.618675709,3.248127937
-2.623731852,-5.368243694,-5.309439659
5.496831894,-3.994035959,-5.746687889
4.622335911,-4.118963718,6.871039867
-0.937204003,0.566079974,-5.871615887
3.935231924,-4.181427956,2.998271942
2.873343945,-3.744179964,0.562420011
-0.749812007,-3.119539976,5.621759892
4.247551918,-5.867955685,6.121471882
4.247551918,-4.681139946,-7.995391846
-0.999668002,-5.118387699,-0.499955982
-3.935475826,-5.180851936,4.872191906
-0.874740005,-6.11781168,2.623487949
6.121471882,-4.493747711,-2.873343945
-5.559539795,-3.306931973,6.80857563
1.624063969,-6.929843903,-6.059007645
1.873919964,-4.243891716,-6.80857563
3.935231924,-5.680563927,-3.685619831
5.746687889,-1.308084011,7.620607853
-1.436915994,-3.681715965,2.436095953
7.807999611,-7.117235661,-7.1833601
6.059007645,-6.305203915,-5.496831894
-1.62430799,-5.555635929,-1.374451995
1.936383963,-5.430707932,-7.870463848
-1.374451995,-3.369395971,-0.187636003
-2.124019861,-5.493171692,-4.997119904
2.498559952,-4.930995941,-7.120895863
4.497407913,-7.304627895,-1.999091983
5.934080124,0.378687978,5.871615887
-0.687348008,-5.493171692,3.497983932
5.684224129,-6.055347919,-0.749567986
-7.870463848,-4.930995941,1.998847961
-5.184755802,7.87412405,3.373055935
6.683648109,-5.430707932,-3.935231924
0.374783993,7.249484062,0.749567986
3.497983932,-2.682291985,-7.1833601
-1.499379992,-4.181427956,6.558719635
-3.873011827,-4.243891716,-1.624063969
6.80857563,-3.869107962,5.809151649
-5.622004032,-7.367091656,-1.749235988
3.12319994,-2.619827986,6.433792114
5.809151649,-5.743027687,-0.499955982
-2.623731852,-3.494323969,6.995967865
0.624639988,-3.681715965,4.060159683
2.186239958,6.125132084,7.620607853
3.435519934,1.003327966,4.060403824
-1.686771989,-4.431283951,-7.370751858
-2.561267853,-6.679987907,-7.058431625
3.685375929,-2.557363987,2.935807943
-0.999668002,-7.741875648,0.936959982
-0.874740005,-3.994035959,6.496255875
2.748415947,7.561803818,2.935807943
-1.436915994,-5.867955685,4.684800148
4.497407913,-4.868531704,0.999423981
-1.62430799,7.624268055,-2.998271942
4.747263908,-2.182579994,-3.185663939
5.246975899,6.999628067,-7.620607853
3.185663939,-4.993459702,-4.934656143
7.433216095,7.936587811,1.436671972
1.873919964,-4.806067944,6.74611187
2.186239958,-3.681715965,2.935807943
2.873343945,6.062667847,3.997695923
2.248703957,-5.867955685,6.558719635
5.434368134,-6.180275917,0.624639988
-2.873587847,-7.866803646,-6.121471882
-0.250099987,-4.868531704,2.561023951
6.059007645,-4.743603706,-1.998847961
1.249279976,-6.867379665,-1.936383963
-2.373875856,-5.867955685,4.622335911
-7.308287621,-5.805491924,6.74611187
-3.810547829,-7.117235661,-1.499379992
-0.812276006,-4.556211948,5.434368134
2.810879946,-5.743027687,0.624639988
2.248703957,-5.743027687,-7.932928085
-2.436339855,-4.368819714,-2.810879946
6.995967865,-3.43185997,2.685951948
2.623487949,-3.806643963,-6.74611187
3.373055935,-4.806067944,0.687103987
-1.811699986,-5.805491924,-7.1833601
-0.562420011,-4.431283951,1.499135971
5.309439659,6.999628067,6.683648109
-2.248947859,-6.367667675,-5.621759892
-3.623155832,-7.679411888,-0.062707998
1.499135971,-5.867955685,-4.310015678
-2.436339855,-2.807219982,4.247551918
-5.559539795,-7.117235661,-7.308287621
-7.68307209,-4.868531704,-4.684800148
-1.436915994,-6.61752367,2.561023951
-0.874740005,-2.369971991,7.745535851
4.809727669,-6.055347919,-0.187636003
2.873343945,-5.618099689,2.373631954
6.496255875,-1.620404005,4.310015678
0,-7.991731644,3.310591936
4.497407913,-6.11781168,-1.436671972
0.562175989,6.999628067,-0.999668002
2.498559952,-3.681715965,-5.996543884
-0.312563986,-3.306931973,4.622335911
4.809727669,-5.743027687,0.874495983
7.745535851,-5.867955685,-6.933504105
0.624639988,7.87412405,2.623487949
1.311743975,-4.118963718,-5.434368134
2.186239958,-5.555635929,-1.749235988
1.811455965,-6.180275917,5.934080124
2.561023951,-5.743027687,-2.436095953
-3.24837184,-7.367091656,0.687103987
6.558719635,-3.119539976,-7.870463848
0.124927998,-3.494323969,5.934080124
-6.996212006,-6.305203915,-2.748415947
-6.621183872,-3.869107962,-4.247551918
0.187391996,5.875276089,3.560447931
-1.999091983,-2.744755983,7.433216095
-0.749812007,-6.492595673,-0.999668002
-0.562420011,-6.992307663,3.435519934
-4.497407913,-7.242163658,1.06188798
-5.559539795,-7.0547719,-5.371903896
4.372479916,-3.057075977,-4.497407913
-2.436339855,6.250060081,7.433216095
-0.624884009,1.065791965,-7.68307209
-2.373875856,-5.055923939,-0.999668002
0.562175989,-4.431283951,-1.936383963
-5.496831894,-3.681715965,-5.621759892
-1.311987996,-7.929267883,4.060159683
3.497983932,-4.243891716,7.807999611
6.683648109,-7.991731644,0.999423981
-2.124019861,-6.305203915,-4.997119904
5.184512138,-3.494323969,-2.436095953
-0.749812007,7.43687582,-7.370751858
-0.812276006,-3.057075977,-5.371903896
4.372479916,-7.304627895,4.622335911
0.312319994,-5.118387699,-4.434944153
7.370751858,-3.057075977,2.498559952
-1.249523997,6.749772072,1.436671972
2.561023951,7.87412405,5.809151649
2.623487949,4.25121212,5.559295654
3.872767925,-5.305779934,-5.809151649
6.496255875,6.437451839,-0.375027984
-4.747508049,-5.430707932,-7.370751858
-6.371327877,-2.807219982,-5.122047901
-1.499379992,-3.806643963,-5.871615887
-1.187059999,0.191295996,4.872191906
-1.124596,-6.305203915,-1.749235988
0.49971199,-4.868531704,-2.498559952
6.183936119,-3.93157196,5.059583664
-2.873587847,-7.179699898,4.12262392
-4.372724056,-3.93157196,0.437247992
5.746687889,4.938315868,2.123775959
-5.80939579,-6.804915905,-6.621183872
7.1833601,-3.306931973,-7.558143616
5.246975899,-6.367667675,-4.185088158
-0.312563986,-4.743603706,7.745535851
5.496831894,6.874700069,4.559871674
2.123775959,-3.556787968,-7.120895863
7.433216095,-5.867955685,0.687103987
-3.873011827,-6.867379665,6.433792114
-3.060979843,-6.11781168,0.187391996
2.748415947,6.562379837,7.558143616
-0.000244,-3.369395971,-5.434368134
0.374783993,-5.493171692,4.809727669
-2.936051846,-2.744755983,-5.684224129
6.433792114,-3.057075977,3.810303926
4.372479916,-3.994035959,-0.437247992
1.936383963,-4.556211948,7.558143616
3.12319994,-7.866803646,1.56159997
5.309439659,-2.494899988,-7.620607853
2.06131196,6.062667847,-0.062707998
-0.499955982,-7.492019653,-4.747263908
0.687103987,-4.806067944,2.935807943
1.811455965,-5.867955685,3.12319994
-3.498227835,-4.056499958,-3.560447931
5.246975899,-0.183732003,-5.871615887
4.434944153,6.999628067,0.687103987
4.872191906,-1.433012009,-6.995967865
-1.374451995,-7.304627895,-2.061555862
5.871615887,-7.804339886,-7.24582386
-0.375027984,-7.991731644,-1.436915994
3.935231924,-5.180851936,7.870463848
-1.999091983,-2.869683981,-5.246975899
-2.748659849,-5.992883682,-7.120895863
-1.499379992,-2.744755983,6.995967865
1.06188798,-3.369395971,-3.810547829
0.437247992,-1.37054801,-3.685375929
-0.312563986,-3.43185997,-0.312563986
5.746687889,-6.55505991,3.373055935
6.183936119,-1.120692015,6.371327877
0.624639988,-7.367091656,0.49971199
2.561023951,-2.494899988,-5.746687889
2.748415947,-6.61752367,-0.125172004
-5.247220039,-6.367667675,-7.433216095
-0.624884009,0.566079974,-2.810879946
-2.811123848,6.812235832,5.934080124
2.935807943,-1.932723999,-3.435519934
-1.749235988,-4.993459702,0.312319994
4.559871674,6.250060081,5.371903896
5.122047901,-5.055923939,4.934656143
2.436095953,5.250636101,5.371903896
-0.874740005,-2.619827986,-2.873343945
0.124927998,7.87412405,0
6.183936119,-5.055923939,-1.56159997
3.248127937,-2.369971991,2.748415947
-1.436915994,-3.494323969,-3.685375929
-1.187059999,-2.369971991,5.309439659
4.622335911,-7.741875648,-1.311987996
3.12319994,0.25375998,-6.80857563
-2.936051846,-4.993459702,-2.68619585
2.498559952,-7.741875648,7.433216095
4.934656143,-4.618675709,1.624063969
0.374783993,6.312523842,2.373631954
3.185663939,-4.868531704,-0.624639988
3.62291193,7.187019825,0
2.311167955,-4.368819714,-3.62291193
0.812031984,-1.87026,-7.870463848
-3.123443842,-7.367091656,-5.184512138
1.56159997,-1.495476007,-5.871615887
1.624063969,-7.367091656,-2.436339855
1.436671972,-1.120692015,-4.684800148
-0.562420011,-7.242163658,-1.499379992
5.434368134,6.250060081,-7.558143616
-1.499379992,-2.494899988,-5.934080124
0.187391996,-7.367091656,4.12262392
-0.187636003,-2.93214798,-4.434944153
5.059583664,-3.244467974,0.187391996
5.871615887,-5.118387699,-2.498559952
-1.499379992,-4.118963718,2.561023951
5.684224129,6.562379837,0.312319994
3.997695923,-0.121267997,7.620607853
-3.123443842,-6.61752367,-3.123443842
1.06188798,-7.0547719,-5.184512138
4.872191906,-4.181427956,1.873919964
0.749567986,-6.055347919,6.371327877
-0.874740005,-5.493171692,-2.873343945
-2.248947859,5.750348091,1.374207973
5.684224129,-2.994611979,-0.312319994
0.187391996,-3.182003975,3.62291193
1.124351978,-2.869683981,-1.936383963
-0.250099987,-4.556211948,4.247551918
6.621183872,5.500492096,3.497983932
6.121471882,-3.994035959,5.122047901
1.124351978,-6.742451668,-0.312563986
1.436671972,-6.430131912,-4.060159683
-2.061555862,7.311947823,-0.250099987
0.936959982,-5.180851936,-5.496831894
-2.998515844,-3.43185997,7.932928085
5.371903896,-3.369395971,-0.749812007
4.559871674,-1.557940006,-1.311743975
0.687103987,-3.869107962,1.06188798
2.998271942,5.937739849,5.871615887
2.498559952,-3.744179964,4.747263908
3.560447931,-7.991731644,3.12319994
-3.060979843,-4.806067944,-1.311743975
-0.499955982,-7.866803646,-1.124596
2.06131196,-7.0547719,-4.872191906
-2.061555862,-3.869107962,-4.934656143
-1.436915994,-6.804915905,6.059007645
-2.936051846,-2.307507992,-6.121471882
5.309439659,-6.55505991,-2.936051846
5.184512138,-3.619251966,-2.436095953
0,-7.179699898,1.936383963
2.498559952,2.377291918,4.247551918
-0.499955982,-4.306355953,2.810879946
5.496831894,7.187019825,3.997695923
-0.687348008,-3.119539976,-1.186815977
-0.562420011,7.311947823,0.374783993
4.12262392,-5.555635929,-3.685375929
-3.060979843,0.066367999,6.433792114
7.74529171,-6.742451668,4.747263908
1.499135971,-1.37054801,-6.74611187
0.749567986,-4.431283951,-0.687348008
-1.187059999,-7.866803646,5.309439659
1.748991966,-5.493171692,3.62291193
-1.749235988,-5.930419922,2.436095953
5.184512138,-5.867955685,4.372479916
-2.811123848,-4.368819714,4.997119904
0.062463999,-6.61752367,4.497407913
1.686527967,-6.305203915,5.122047901
3.435519934,-3.744179964,5.122047901
4.060159683,-6.492595673,-6.683648109
-2.623731852,-6.367667675,4.997119904
2.373631954,-4.930995941,-7.058431625
-0.624884009,-3.806643963,-6.995967865
5.809151649,-1.745332003,-7.308287621
-1.062132001,-4.868531704,-7.24582386
-0.812276006,-3.244467974,5.996543884
7.745535851,-3.869107962,-6.871039867
-3.310835838,-2.619827986,4.185088158
5.621759892,-2.494899988,-7.995391846
2.561023951,-6.679987907,3.810303926
-0.562420011,-7.179699898,3.12319994
3.185663939,-7.179699898,5.559295654
2.810879946,-6.180275917,5.934080124
2.873343945,-5.930419922,6.121471882
-1.874163985,7.624268055,4.247551918
-0.312563986,-4.868531704,-7.995391846
3.248127937,-6.867379665,-5.184512138
0.437247992,-2.869683981,-7.870463848
0.062463999,-2.245043993,-7.807999611
-0.437491983,-3.057075977,6.621183872
1.311743975,-2.619827986,-4.684800148
4.497407913,-6.492595673,5.309439659
2.123775959,-2.557363987,5.809151649
2.248703957,-5.243315697,5.996543884
-0.375027984,7.749196053,4.372479916
5.434368134,-5.368243694,2.498559952
-1.249523997,6.874700069,2.248703957
-5.871860027,-7.429555893,2.748415947
4.872191906,-5.743027687,6.871039867
-5.247220039,-6.305203915,1.936383963
0.812031984,-6.804915905,6.371327877
3.62291193,-6.55505991,7.370751858
-4.747508049,-3.119539976,6.933504105
4.372479916,-5.180851936,-6.246399879
0.812031984,-5.805491924,6.30886364
5.246975899,-2.619827986,-7.308287621
-3.997939825,-2.494899988,4.559871674
-2.311411858,-4.493747711,2.561023951
2.998271942,-7.304627895,3.12319994
3.060735941,-6.055347919,4.622335911
5.184512138,-5.743027687,3.497983932
0.187391996,-7.616947651,4.434944153
3.872767925,-6.61752367,4.559871674
4.747263908,-5.368243694,7.807999611
-1.561843991,-5.493171692,4.997119904
1.499135971,-5.930419922,4.497407913
-0.624884009,-6.180275917,-7.24582386
1.811455965,-4.243891716,-5.934080124
0.812031984,-1.557940006,-6.30886364
-1.187059999,-4.493747711,4.934656143
6.246399879,-4.743603706,7.308287621
0.624639988,-4.243891716,6.433792114
0,-5.805491924,5.184512138
5.184512138,-6.367667675,5.559295654
-0.375027984,-3.681715965,1.748991966
3.435519934,-5.618099689,4.747263908
-2.623731852,7.811659813,4.872191906
3.560447931,-7.304627895,-7.932928085
-4.747508049,6.687307835,2.873343945
2.123775959,-5.118387699,6.183936119
-0.062707998,-4.243891716,-6.121471882
1.436671972,-2.994611979,-5.684224129
3.373055935,-6.305203915,6.683648109
-1.811699986,-5.368243694,6.74611187
6.433792114,-4.743603706,-5.871615887
6.933504105,-3.244467974,7.620607853
-1.999091983,-5.180851936,2.685951948
2.935807943,-5.992883682,5.809151649
2.498559952,-3.869107962,6.871039867
1.624063969,-3.182003975,4.559871674
-2.311411858,-6.492595673,5.246975899
-4.060403824,-7.929267883,1.936383963
3.685375929,-7.554483891,6.059007645
-1.749235988,-5.618099689,5.059583664
-2.811123848,-4.368819714,3.560447931
3.060735941,-7.804339886,-6.995967865
-0.250099987,-3.869107962,7.120895863
4.060159683,-4.556211948,-7.870463848
-4.247796059,-3.306931973,7.120895863
6.683648109,-3.057075977,6.933504105
-0.062707998,-4.181427956,6.995967865
5.621759892,-3.744179964,5.809151649
-3.435763836,-4.993459702,3.435519934
3.872767925,-4.993459702,4.434944153
6.871039867,-3.244467974,4.934656143
-3.873011827,-2.869683981,6.933504105
4.434944153,-5.243315697,-6.496255875
3.747839928,-6.492595673,6.121471882
1.186815977,-4.681139946,7.433216095
4.372479916,-7.741875648,-6.621183872
1.124351978,-4.868531704,7.495679855
1.06188798,-5.743027687,5.996543884
-1.749235988,-5.243315697,4.747263908
4.622335911,-1.995187998,6.995967865
6.683648109,-4.743603706,-7.68307209
-2.436339855,-5.930419922,3.060735941
3.185663939,-5.680563927,4.372479916
2.311167955,-5.680563927,5.246975899
1.374207973,-4.056499958,6.683648109
1.06188798,-5.430707932,2.685951948
-3.24837184,-4.618675709,2.685951948
7.932928085,-4.806067944,5.871615887
-4.060403824,-6.055347919,3.997695923
-2.811123848,-6.11781168,2.873343945
7.370751858,-3.806643963,5.871615887
-5.122292042,-4.306355953,3.185663939
